file	formula	svnrevision
1530961	- K1.28 O16 Ti8 -	156199
1530964	- Li14 O14 Pr3 Rb2 -	156202
1530970	- Na3 O2 Tl -	176429
1530974	- Al1.5 K1.5 O16 Ti6.5 -	156217
1530975	- Al1.47 O16 Rb1.47 Ti6.53 -	156218
1530976	- Ga17.28 O56 Rb1.26 Ti14.72 -	156219
1530978	- Nd O3.5 Zr -	176429
1530979	- Nd O3.05 Zr -	176429
1530980	- Nd O3.13 Zr -	176429
1530982	- Li2 O3 Pr -	176429
1530988	- K1.59 Mg0.77 O16 Ti7.23 -	156235
1530989	- K1.58 Mg0.77 O16 Ti7.23 -	156236
1530990	- K1.6 Mg0.77 O16 Ti7.23 -	156237
1530992	- Cu O3 Sr2 -	176429
1530993	- Cu K O2 -	176429
1530995	- K6 O9 Si3 -	156242
1530998	- O Sn Sr3 -	176429
1531006	- Al K O8 Si3 -	176429
2106744	- Mo4.65 O14 Ta0.35 -	176428
1531013	- Fe6 O13 Sr4 -	156268
1531016	- O2 Pb -	176429
1531019	- B4 Ca O7 -	176429
1531028	- O6 Th Ti2 -	176429
1531051	- Li O3 Ta -	176429
1531052	- Li O3 Ta -	176429
1531055	- Ca0.02 Cu2.67 In0.33 La1.35 O6.92 Sr1.63 -	156370
1531056	- Ba2 Ca0.25 Cu2.54 In0.46 O6.67 Y0.75 -	156371
1531057	- Ba2 Ca0.2 Cu2.43 In0.57 O6.77 Y0.8 -	156372
1531058	- Ce0.11 Cu2.02 Ho2.64 In0.98 O9 Sr1.25 -	156373
1531059	- Ce0.05 Cu2.13 Ho2.43 In0.87 O9 Sr1.52 -	156374
1531060	- Ba2 Cu3 O6.97 Y -	176429
1531065	- Al17.32 Ca5.376 O165.12 Si46.68 -	156385
1531068	- O5 Ta2 -	156388
1531069	- Al6 Be O10 -	176429
1531072	- Ba Cu4 La4 Ni O12.95 -	176429
1531073	- Ba Cu4 Fe La4 O12.96 -	176429
1531074	- Ba Co Cu4 La4 O12.9 -	176429
1531078	- Fe4.79 Li0.8 Mg0.4 O8 -	156401
1531079	- Fe4.84 Li0.94 Mg0.2 O8 -	156402
1531085	- La Mg0.5 O3 Ti0.5 -	176429
1531086	- Ba0.1 La0.9 Mg0.45 O3 Ti0.55 -	176428
1531087	- Ba0.3 La0.7 Mg0.35 O3 Ti0.65 -	176428
1531088	- Ba0.5 La0.5 Mg0.25 O3 Ti0.75 -	156412
1531089	- Ba0.7 La0.3 Mg0.15 O3 Ti0.85 -	156413
1531090	- Ba0.9 La0.1 Mg0.05 O3 Ti0.95 -	156414
1531091	- La0.9 Mg0.45 O3 Sr0.1 Ti0.55 -	176428
1531092	- La0.7 Mg0.35 O3 Sr0.3 Ti0.65 -	176428
1531093	- La0.5 Mg0.25 O3 Sr0.5 Ti0.75 -	176428
1531094	- La0.3 Mg0.15 O3 Sr0.7 Ti0.85 -	156418
1531095	- La0.1 Mg0.05 O3 Sr0.9 Ti0.95 -	156419
1531100	- Co Cu2 O7 Sr2 Y -	176429
1531102	- Fe O6 Sr2 W -	176429
1531103	- Ba2 Fe O6 W -	176429
8103734	- Al6 Na5.92 O43.28 Si10 -	156432
1531107	- Ho2 O7 Ru2 -	156435
4124480	- Nb O6 Rb W -	176429
1531133	- Ca3 Mn2 O7 -	156477
4002456	- Li2 Mg1.001 Mn2.999 O8 -	156484
4002457	- Cu2 Mg1.001 Mn2.999 O8 -	156486
4002458	- Cu Mn1.496 Ni0.504 O4 -	176429
4002459	- Li Mn1.5 Ni0.5 O4 -	176429
4002460	- Co Fe O5.425 Sr3 -	176429
1531148	- La5 Mg O16 Re3 -	176429
1531151	- Fe La5 O16 Re3 -	176429
1531154	- Co La5 O16 Re3 -	176429
1531156	- La5 Ni O16 Re3 -	176429
1531169	- Co Fe O4 V -	176429
1531181	- Al92 Cd68 O384 Si100 -	156531
1531184	- Nd1.68 O6.52 Ti2 -	156534
1531189	- O3 V Y -	176429
1531194	- Mn2 Ni O4 -	176429
1531195	- Cr Na O6 Si2 -	176429
1531196	- O3 Rb0.333 W -	176429
1531197	- Co0.19 Cu0.09 Mn2.049 Ni0.671 O4 -	156549
1531198	- Al0.5 Ca0.5 Fe0.07 Mg0.43 Na0.5 O6 Si2 -	156550
1531199	- Co0.2 Cu0.1 Mn1.9 Ni0.774 O4 -	156551
1531200	- Al0.24 Ca0.59 Fe0.25 Mg0.6 Na0.32 O6 Si2 -	156553
8103738	- B8 Na2 O13 -	176428
8103739	- B8 Na2 O13 -	176428
1531202	- O2 Si1.016 -	156558
8103740	- Fe Ge2 In O7 -	176429
4124487	- La4 Li Mn O8 -	211196
4002466	- Ca0.375 La0.425 Mn O3 Pr0.2 -	176429
4124488	- La3 Li Mn O8 Sr -	176429
4002467	- Ca0.375 La0.275 Mn O3 Pr0.35 -	176429
1531211	- La0.65 Mn O3 Pb0.35 -	176429
4002468	- Ca0.375 Mn O3 Pr0.625 -	176429
1531212	- Ba Co2 Nd O5 -	176429
1531214	- Ba Co2 Nd O5.52 -	176429
1531216	- Ba Co2 Nd O5.31 -	176429
1531217	- Ba Co2 Nd O5.51 -	176429
1531218	- Mg0.014 Mn2.924 O4 Zn0.062 -	156588
1531219	- Ba Co2 Nd O5.3 -	176429
1531220	- Mg0.006 Mn2.847 O4 Zn0.147 -	156590
1531221	- Ba Co2 Nd O5.5 -	176429
1531222	- Mn2.758 O4 Zn0.244 -	156592
1531223	- Mg0.005 Mn2.995 O4 -	156593
1531224	- Co2 La O8.6 Sr3 Tl0.9 -	176429
1531225	- Ba Co2 Nd O5.69 -	176429
1531226	- Al0.003 Mg0.001 Mn2.98 O4 Zn0.018 -	156596
1531227	- Ca3 Nb1.95 O8 V0.05 -	156597
1531229	- O10 Ru3 Sr4 -	156599
1531231	- Ba14 Ir8 O33 Pd3 -	156601
1531232	- K2 La0.667 O7 Ta2 -	156602
1531233	- Mn O3 Pr0.6 Sr0.4 -	176429
1531234	- Ir0.73 O3 Pd0.27 -	156604
1531235	- La0.667 Li2 O7 Ta2 -	156605
4124489	- O2 Si -	176429
1531238	- Mn O3 Pr0.6 Sr0.4 -	176429
1531240	- Mn O3 Pr0.7 Sr0.3 -	176429
1531241	- Dy12 Fe32 O2 -	211196
4002469	- Cu0.5 La0.5 O3.78 Sr1.5 Ti0.5 -	156614
1531242	- Fe32 O2 Y12 -	156615
4002470	- Ba6 Mn5 O16 -	156616
4002471	- Cu0.5 La0.5 O3.82 Sr1.5 Ti0.5 -	156617
4031509	- Ba9 O24 Rh7.918 -	156619
4002472	- Ba8 Co7 O21 -	211196
7222163	- Ba In2 La2 O7 -	176429
1531245	- Ba Ca0.3333 O3 Ru0.6667 -	176429
1531247	- D3.5 O Pd2 Zr4 -	176429
1531251	- Ca3.15 Ir Li0.85 O6 -	176429
1531254	- Ir Li O6 Sr3 -	176429
1531255	- Ba Nb0.667 O3 Ti0.167 -	176429
1531257	- Li O6 Ru Sr3 -	176429
1531258	- Ba Nb0.727 O3 Ti0.091 -	176429
1531260	- Ca3 Cu O6 Rh -	176429
1531261	- Ba11 Nb7.59 O33 Ti1.41 -	156640
1531263	- Ca3 Co1.34 O6 Rh0.66 -	156642
1531266	- Ca3 Fe O6 Rh -	176429
4002473	- Fe Ge2 O7 Y -	176429
4002474	- Dy Fe Ge2 O7 -	176429
4002475	- Fe Ge2 O7 Tm -	176429
4002476	- Fe Ge2 O7 Yb -	176429
1531273	- Cu Ge4 O12 Tb2 -	176429
1531275	- Cu Dy2 Ge4 O12 -	176429
1531283	- Al2 Fe3 O12 Si3 -	156670
2106754	- Nb O2 -	211196
1531288	- Cu Ge O3 -	176429
1531289	- Cu Ge O3 -	176429
1531291	- Al22.6 La1.4 O36 -	156685
1531292	- La0.922 Mn0.937 O3 -	211196
1531294	- La0.887 Mn O3 -	211196
1531301	- Ca0.36 La1.2 Mn2 O7 Sr1.44 -	156697
1531307	- Ba3 O9 Ru2 Tb -	176429
7036559	- Ag Lu Mo2 O8 -	205493
7036560	- Ag Eu Mo2 O8 -	205493
7036561	- Li Lu Mo2 O8 -	205493
7036562	- Eu Li Mo2 O8 -	205493
1531317	- Ca Fe0.4 O2.8 Ti0.6 -	176429
4002477	- Cr0.08 La0.724 Mn0.92 O3 Sr0.276 -	156735
4002478	- Co0.04 La0.712 Mn0.96 O3 Sr0.288 -	156736
4002479	- Ga0.02 La0.706 Mn0.98 O3 Sr0.294 -	156737
4002480	- Ga0.06 La0.718 Mn0.94 O3 Sr0.282 -	156738
4002481	- Cu0.02 La0.726 Mn0.98 O3 Sr0.274 -	156739
1531322	- In0.667 O3 Sr W0.333 -	176429
4002482	- Cu0.1 La0.83 Mn0.9 O3 Sr0.17 -	156741
1531323	- Ba Mo0.333 O3 Y0.667 -	176429
4002483	- La0.726 Mn0.98 O3 Sr0.274 Zn0.02 -	156743
1531324	- Ba O3 W0.333 Y0.667 -	176429
4002484	- La0.778 Mn0.94 O3 Sr0.222 Zn0.06 -	156746
4002485	- La0.706 Mn0.98 O3 Sc0.02 Sr0.294 -	156749
4002486	- Mn0.5 O4 Ru0.5 Sr2 -	156751
4002487	- La0.718 Mn0.94 O3 Sc0.06 Sr0.282 -	156752
4002488	- La0.73 Mn0.9 O3 Sc0.1 Sr0.27 -	156754
4002489	- Mn O7 Ru Sr3 -	176429
4002490	- Ba0.3 La0.7 Mn O3 -	176429
1531330	- Ho2 O5 Si -	176429
4002491	- Ba0.274 Cu0.02 La0.726 Mn0.98 O3 -	156759
4002492	- Ba0.17 Cu0.1 La0.83 Mn0.9 O3 -	156762
4002493	- Ba0.222 La0.778 Mn0.94 O3 Zn0.06 -	156765
4002494	- Ba0.294 La0.706 Mn0.98 O3 Sc0.02 -	156767
1531337	- Co0.2 La1.8 Ni0.8 O4 Sr0.2 -	156769
4002495	- Ba0.282 La0.718 Mn0.94 O3 Sc0.06 -	156770
4002496	- Er Li O2 -	176429
1531338	- Co0.35 La1.8 Ni0.65 O4 Sr0.2 -	156772
4002497	- Ba0.27 La0.73 Mn0.9 O3 Sc0.1 -	156773
4002498	- Er Li O2 -	176429
1531340	- K Nb5 O15 Sr2 -	176429
1531352	- Ge Ho Na O4 -	176429
2300531	- Er2 O3 -	211196
2300532	- Er1.6 Gd0.4 O3 -	156804
2300533	- Er Gd O3 -	176429
4124497	- O5 Sr Ti2 -	176429
2300534	- Er0.4 Gd1.6 O3 -	156809
4124498	- O2 Ti -	176429
2300535	- Li2 O3 Zr -	176429
1531366	- Ca O5 Si Sn -	176429
2300536	- Eu2 O3 -	211196
2300537	- Eu1.8 O3 Yb0.2 -	156820
2300538	- Eu1.6 O3 Yb0.4 -	156823
1531374	- Mn O6 Ta2 -	176429
2300539	- Eu O3 Yb -	176429
1531375	- Mn0.666 O4 Ta1.334 -	156828
2300540	- Eu0.4 O3 Yb1.6 -	156829
1531376	- Mn4 O9 Ta2 -	156831
2300541	- Eu0.2 O3 Yb1.8 -	156832
1531378	- Ba0.75 Ca0.25 Nb2 O6 -	156834
2300542	- O3 Yb2 -	156835
8103744	- Li Nb O3 -	176429
1531389	- La5 Mn O16 Re3 -	176429
1531394	- Ba Ga0.069 O2.925 Ti0.931 -	176429
1531401	- La0.3 O3 Pb0.56 Ti -	176429
1531404	- Mn5 O16 Pb3 V2 -	156870
1531408	- Ba2 Cu3 O6.5 Y -	176429
1531411	- Ba2 Cu3 O6.71 Y -	176429
4002501	- Ca0.7 Co1.35 O9 Rh1.65 Sr3.3 -	156885
1531431	- K Nb O3 -	176429
1531436	- Cu La2 O4.02 -	176429
1531437	- Cu O6 Ti Y2 -	176429
1531439	- Cu O6 Tb2 Ti -	176429
1531441	- Li0.999 Ni1.001 O2 -	156918
1531442	- Cu Dy2 O6 Ti -	176429
1531444	- Li0.973 Ni1.027 O2 -	156921
1531445	- Cu Ho2 O6 Ti -	176429
1531447	- Cu Er2 O6 Ti -	176429
1531449	- Al3 B Fe0.927 Mg0.073 O9 Si -	176429
1531450	- Cu O6 Ti Tm2 -	176429
1531453	- Cu O6 Ti Yb2 -	176429
1531456	- Cu Lu2 O6 Ti -	176429
1531478	- Ca0.333 La0.667 Mn O3 -	176429
4002502	- Al64 Cu27.5 D4.5 Na11.4 O388.5 Si128 -	176429
4002503	- Al71.7 Cu26.9 D4.6 Na11 O388.6 Si128 -	176429
4002504	- Al64 Cu28.1 Na4.8 O384 Si128 -	156970
1531489	- Al2.666 O3.999 -	156971
1531497	- Ba In0.667 Mo0.333 O3 -	176429
1531500	- Ba In0.667 O3 W0.333 -	176429
1531502	- Ba In0.667 O3 W0.333 -	176429
1531512	- K La O8 W2 -	176429
1531515	- Ba4 Ca4 Cu6 O19 Tl3 -	157002
1531516	- Ba6 Ca6 Cu9 O29 Tl5 -	157003
1531517	- Ba8 Ca8 Cu12 O39 Tl7 -	157004
1531518	- Ba2 Ca1.86 Cu3 O9 Tl1.12 -	157005
1531520	- Ba2 Co0.6 Fe2.4 O8.034 Y -	176429
1531521	- Ba2 Co0.9 Fe2.1 O8.033 Y -	176429
1531522	- Ba2 Co1.2 Fe1.8 O8.026 Y -	176429
1531523	- Ba2 Co1.5 Fe1.5 O8.047 Y -	176429
1531524	- Ca3 Ga3.32 Nb0.68 O14 Si2 -	157013
1531526	- La Mn O3 -	176429
1531528	- La0.88 Mn O3 Pb0.1 -	176429
1531530	- La0.78 Mn1.17 O3.57 Pb0.2 -	157020
1531533	- La0.69 Mn1.05 O3.21 Pb0.3 -	157023
1531534	- Mn2 O5 Pr -	176429
1531536	- La0.52 Mn1.1 O3.12 Pb0.41 -	157026
1531537	- Mn2 Nd O5 -	176429
1531539	- La0.49 Mn1.07 O3.21 Pb0.5 -	157029
1531540	- Eu Mn2 O5 -	176429
1531543	- Gd Mn2 O5 -	176429
1531545	- Al4 Cs4 O48 Si20 -	157035
1531546	- Er Mn2 O5 -	176429
1531549	- Mn2 O5 Yb -	176429
1531552	- Lu Mn2 O5 -	176429
1531555	- Al6 O19 Sr10 -	157045
8103751	- Li1.02 Mo2 O8 Y0.98 -	157046
1531557	- Na2 O7 Si3 -	157048
8103752	- Li Mo2 Nd O8 -	176429
1531558	- Ba2 Ca1.95 Cu3.25 O9.952 Tl1.66 Y0.05 -	175202
1531559	- Ga6 O19 Sr10 -	157051
1531562	- Ba Ga2 O4 -	176429
1531565	- Ba4 Ga2 O7 -	157057
8103753	- Ca2 Na2 O7 Si2 -	176428
1531568	- Li O6 Si2 Ti -	176429
8103754	- Al Ba Ga O4 -	176429
8103755	- Ba Fe Ga O4 -	176429
7222180	- Li2 O14 Sr Ti6 -	176429
1531581	- O6 Sr2 Ta Tm -	176429
1531583	- Al Cu O2 -	176429
1531586	- Al Au O2 -	176429
1531589	- Cu Ga O2 -	211196
1531592	- Cu O2 Sc -	176429
1531593	- Li Mg0.167 Mn1.833 O4 -	176429
1531594	- Cu In O2 -	211196
1531595	- Na0.78 O3 Sr0.19 Ta -	176429
1531596	- Cu O2 Y -	176429
1531598	- Na0.68 O3 Sr0.29 Ta -	176429
1531599	- Ba Fe2 Gd O4.999 -	176429
1531600	- Ba Fe2 Gd O5.013 -	176429
1531602	- Ba Fe2 Gd O5.061 -	176429
1531603	- Ba2 Nb3.5 O9 V1.5 -	157105
1531604	- Ba Fe2 Gd O5.113 -	176429
7222184	- Na4 O8 Sn3 -	157108
1531605	- Ba Fe2 Gd O5.181 -	176429
1531608	- Ba Fe2 Gd O5.3 -	176429
1531611	- Ba Fe2 Gd O5.392 -	176429
4002505	- Ba6 Nd2 O17 Ti4 -	157120
4002506	- Ba6 O17 Ti4 Y2 -	157122
1531614	- Ba2 Fe3 O8.095 Y -	176429
1531615	- Ba Nd2 O10 Ti3 -	176429
1531617	- Ba2 Fe3 O7.84 Y -	176429
1531620	- Ba2 Fe3 O7.82 Y -	176429
1531621	- Ba Ga4 O8 Sr -	176429
1531623	- Ba2 Fe3 O7.79 Y -	176429
1531624	- Cs3 Fe0.44 Nb5.56 O16 -	157134
1531627	- Mn Nd0.0625 O3 Sm0.4375 Sr0.5 -	176429
1531632	- Al Cu In O4 -	176429
1531633	- Ca0.46 Cr0.62 Cu2.38 La0.74 O7.78 Sr1.8 -	157151
1531634	- Ce0.74 Cr0.68 Cu2.32 O9.74 Sr2 Y1.26 -	157154
1531636	- Be2 O7 Si Y2 -	176429
1531641	- Al B Be O7 Y2 -	176429
1531644	- Al92 Cd32 Cs28 O384 Si100 -	157166
1531647	- Al92 Cd28 O384 Rb36 Si100 -	157169
1531648	- Gd2 Mo3 O12 -	157170
1531650	- Cr Er O4 -	176429
1531651	- O11.32 Ta7.3 -	157173
1531655	- Mn Na0.025 O3 Pr0.975 -	176429
1531656	- Al9.948 Ba0.978 Eu0.022 Mg1.052 O17 -	174888
1531657	- Mn Na0.05 O3 Pr0.95 -	176429
1531659	- Mn Na0.075 O3 Pr0.925 -	176429
4002507	- Ni O3 Tl -	176429
1531660	- Mn Na0.2 O3 Pr0.8 -	176429
4002508	- Co0.5 La O4 Ti -	176429
4002509	- Cu0.5 La O4 Ti -	176429
4002511	- La O4 Ti Zn0.5 -	176429
1531665	- O7 Pr3 Re -	176429
1531667	- Nd3 O7 Re -	176429
4002514	- Al0.735 Ca2 Co1.265 O5 -	176428
1531670	- O2.234 U -	176429
4002515	- Al0.763 Ca2 Co1.237 O5 -	157203
1531672	- O2.02 U -	176429
4002516	- Co0.35 Cu0.65 O2 -	157206
1531673	- Mg0.283 Nb0.717 O3 Pb -	176429
7222189	- Na Nb2 O6.5 Sr -	176429
1531674	- Ba0.23 Mg0.29 Nb0.71 O3 Pb0.77 -	157210
1531675	- Al9.928 Ba0.973 Eu0.027 Mg1.072 O17 -	157211
1531677	- Ba0.414 Mg0.28 Nb0.72 O3 Pb0.586 -	157213
1531678	- Ba1.7 Cu3 Nd1.3 O6.8 -	157214
1531680	- Ba0.623 Mg0.333 Nb0.667 O3 Pb0.377 -	157216
1531681	- Ba1.73 Cu3 Nd1.27 O6.86 -	157217
1531683	- Ba0.81 Mg0.333 Nb0.667 O3 Pb0.19 -	157219
1531684	- Ba1.5 Cu3 Nd1.5 O6.96 -	157220
1531686	- Ba Mg0.333 Nb0.667 O3 -	176429
1531693	- Ba2 Cu3 O7 Pb Y -	206904
7222190	- Li2 Mg O4 Si -	176429
1531694	- Ba2 Ca0.2 Cu3 O7 Pb Y0.8 -	206904
1531696	- Ge2 In O7 Tb -	176429
1531697	- Ba2 Ca0.2 Cu3 O8.12 Pb Y0.8 -	206904
8103765	- Ge2 In1.12 O7 Y0.88 -	157237
1531699	- La Li0.333 O3 Ti0.667 -	176429
1531701	- Cr0.3 Cu0.19 Li0.95 Mn1.56 O4 -	157243
1531704	- In Mo2 Na O8 -	176429
1531707	- Ga3.3 Nb0.7 O14 Si2 Sr3 -	157250
1531711	- Ce0.7 Cu2 Gd1.3 O9.9 Ru Sr2 -	176429
7222191	- K2 O10 Sr1.5 Ta3 -	157270
1531727	- Cu2 Gd O8 Ru Sr2 -	176429
1531728	- Cu2 Gd La0.098 O8 Ru Sr1.902 -	176429
1531746	- O4 Ta Yb -	176429
1531749	- O4 Ta Yb -	176429
1531754	- Cu6.9696 Na29.0016 O51.7024 -	157307
1531757	- Cu12.0032 Na21 O50 -	157310
1531759	- Ca2 Co O3 -	211196
1531762	- Co O2 -	211196
4031513	- Ba2 Co Mo O6 -	176429
1531764	- Cu2 Fe O7.68 Sr2 Y -	176429
4031514	- Ba2 Co O6 W -	176429
1531766	- Cu2 Fe O7.6 Sr2 Y -	176429
1531768	- Cu1.98 Fe1.02 O7.36 Sr2 Y -	176429
1531770	- Cu2 Fe O7.12 Sr2 Y -	176429
1531773	- Cu2 Fe O7.32 Sr2 Y -	176429
1531776	- Fe2 K3 O4 -	157333
1531780	- Fe2 K2 O4 -	157338
4002524	- Co0.94 Li Mg0.06 O2 -	176429
1531783	- Li0.18 Na0.82 Ni O2 -	211196
1531786	- Ce0.667 O7 Si2 Y1.333 -	157346
1531787	- O7 Pr Si2 Y -	176429
1531789	- Nd0.8 O7 Si2 Y1.2 -	157352
4344125	- Fe1.71 Mg1.43 O4 -	176428
4344127	- Co1.13 Fe1.9 O4 -	176428
1531793	- Al0.119 Ca0.553 Fe0.15 Mg1.087 Na0.118 O6 Si1.973 -	157360
8103766	- Al1.896 Cr0.104 O3 -	157364
1531796	- Ca Ga La O4 -	176429
1531797	- Ca Ga La O4 -	176429
1531799	- Mn Nd O3 -	176429
4513623	- K La Na Nb O5 -	176429
1531800	- Mn O3 Sm -	176429
1531802	- Nb O -	211196
1531803	- Eu Mn O3 -	176429
1531804	- La0.184 Mn Na0.082 O3 Pr0.734 -	176429
1531806	- Gd Mn O3 -	176429
1531807	- Co1.7 Ga0.3 O5 Sr2 -	176428
1531808	- Ca0.5 Mn0.97 Nd0.5 O3 Ru0.03 -	176428
1531810	- Co1.3 Ga0.7 O5 Sr2 -	176428
1531811	- Ca0.5 Cr0.03 Mn0.97 Nd0.5 O3 -	176428
1531825	- Fe1.5 Mo0.5 O6 Sr2 -	157405
1531828	- Fe1.4 Mo0.6 O6 Sr2 -	157408
1531831	- Fe1.1 Mo0.9 O6 Sr2 -	157411
1531833	- Fe Mo O6 Sr2 -	176429
1531835	- Fe0.8 Mo1.2 O6 Sr2 -	157415
1531838	- Ba0.3 Ca0.1 La0.6 Mn O3 -	176429
1531841	- Ba0.2 Ca0.2 La0.6 Mn O3 -	176429
1531844	- Ba0.1 Ca0.3 La0.6 Mn O3 -	176429
1531875	- Eu K3 O8 V2 -	176429
1531877	- K Li Mo4 Nd2 O16 -	176429
1531880	- Li Mo4 Nd2 O16 Rb -	176429
1531883	- Li Mo4 Nd2 O16 Tl -	176429
1531894	- Al54.7 K54.7 O384 Si137.3 -	157478
1531895	- Al La O4 Sr -	176429
1531897	- Al0.4 La1.6 Mg0.6 O4 Sr0.4 -	157483
1531900	- Al0.8 La1.2 Mg0.2 O4 Sr0.8 -	157487
7222198	- Co O4.75 Sr2.62 Tl0.38 -	176429
7222199	- Co O5.1 Sr2.61 Tl0.39 -	176429
7222200	- Co O4.8 Sr2.53 Tl0.47 -	176429
1531912	- La6 O21 Si6 -	157506
1531926	- O3 Pd Sr2 -	176429
1531927	- La0.025 Mn O3 Sr0.975 -	176429
1531932	- O1.76 Si0.88 -	176428
2106771	- Ga5.5 La3 O14 Ta0.5 -	176428
4002530	- Co1.8 O6.6 Pb0.83 Sr2.26 -	157550
4124511	- O5 V2 -	176428
1531958	- K2 O10 U2 W -	176429
1531959	- O10 Rb2 U2 W -	176429
1531961	- K2 O10 U W2 -	176429
1531963	- Na10 O44 U8 W5 -	157573
1531964	- Ca0.8 La0.2 Mn O3 -	176429
1531965	- O23 Rb6 U5 V2 -	157575
1531966	- Ca0.8 La0.2 Mn O3 -	176429
1531967	- O23 Rb6 U5 V2 -	176428
1531968	- Ca0.85 La0.15 Mn O3 -	176429
1531969	- K2 Mo O10 U2 -	176429
1531971	- K8 Mo3 O37 U8 -	157581
1531972	- Al80.0064 Ca40.32 O467.776 Si111.994 -	157582
1531973	- Al4 K3.44 Na0.56 O32 Si12 -	157583
1531975	- Ba2 Ca0.733 Nb1.267 O5.9 -	176428
1531977	- Ba2 Ca0.787 Nb1.213 O5.823 -	176428
1531979	- Ba2 Ca0.833 Nb1.167 O5.75 -	176428
1531981	- Ba2 Ca0.9 Nb1.1 O5.65 -	176428
7222201	- Co2 Ga La O9 Sr3 -	176429
7222202	- Cr Mn1.5 O4 -	211196
1531997	- Ba Mn O12 Ti5 -	176429
1531998	- Li Mn1.476 Ni0.478 O4 -	176429
1531999	- Ba2 Mn O13 Ti5 -	176429
1532000	- Li Mg0.041 Mn1.544 Ni0.395 O4 -	176429
1532002	- Li Mg0.096 Mn1.34 Ni0.36 O4 -	176429
1532010	- La0.64 Mn O3 Sr0.36 -	176429
1532016	- B4 O7 Sr -	176429
1532018	- Li2 O3 Zr -	176429
8103771	- Fe Li0.899 Na0.101 O6 Si2 -	176429
8103772	- Fe Li0.962 Na0.038 O6 Si2 -	176429
1532044	- O3 Pb Ti0.485 Zr0.515 -	176429
1532047	- O3 Pb Ti0.48 Zr0.52 -	176429
4002531	- Cs16 Li3.996 O96 Si36.0048 Zn7.9992 -	157665
1532049	- O3 Pb Ti0.48 Zr0.52 -	176429
1532051	- O3 Pb Ti0.475 Zr0.525 -	176429
1532054	- O3 Pb Ti0.475 Zr0.525 -	176429
1532055	- Ba2 Ca Ir O6 -	176429
1532056	- Li0.5 O4 V1.5 Zn -	176429
1532057	- O3 Pb Ti0.47 Zr0.53 -	176429
1532065	- O3 Ti2 -	157684
4124513	- Ca O9 Ru2 Sr3 -	176429
1532075	- Al11 O48 Si13 Tl11 -	157695
2106773	- Cu2 Mn3 O8 -	211196
1532081	- Ba0.1 Co O3 Pr0.9 -	176429
1532083	- Ba0.2 Co O3 Pr0.8 -	176429
1532085	- Ba0.3 Co O3 Pr0.7 -	176429
1532086	- Ba0.4 Co O3 Pr0.6 -	176429
1532087	- Ba0.4 Co O3 Pr0.6 -	176429
1532088	- Ba0.5 Co O3 Pr0.5 -	176429
1532089	- Ca0.1 Co O3 Pr0.9 -	176429
1532090	- Ba1.5 Cu3 La1.5 O7.305 -	157712
2106774	- Ga5.5 La3 Nb0.5 O14 -	176428
1532091	- Ca0.2 Co O3 Pr0.8 -	176429
1532092	- Ba1.428 Ca0.143 Cu3 La1.357 Nd0.071 O7.241 -	157715
1532094	- Ba1.304 Ca0.39 Cu3 La1.109 Nd0.196 O7.136 -	157717
2106775	- Ga5.5 La3 Nb0.5 O14 -	176428
7222203	- Ca2 O7 Os2 -	157720
7222204	- O6.63 Os2 Pb2 -	157722
7222205	- O6.69 Os2 Tl2 -	157724
7222206	- O6.77 Os2 Tl2 -	157726
8103773	- Fe Li0.052 Na0.948 O6 Si2 -	176429
1532104	- Ag4 D11.4 Ge7 O21.7 -	176429
8103774	- Fe Li0.11 Na0.89 O6 Si2 -	176429
8103775	- Fe Li0.182 Na0.818 O6 Si2 -	176429
8103776	- Fe Li0.389 Na0.611 O6 Si2 -	176429
7222207	- Co La2 O6 Ti -	176429
8103777	- Fe Li0.501 Na0.499 O6 Si2 -	176429
7222208	- La2 Ni O6 Ti -	176429
8103778	- Fe Li0.727 Na0.273 O6 Si2 -	176429
1532106	- Ba Ni2 O8 V2 -	176429
8103779	- Fe Li0.765 Na0.235 O6 Si2 -	176429
1532107	- O12 Sc4 Ti3 -	157747
1532108	- Nb1.498 O12 Sc5.502 -	157748
1532110	- Hf Nb O12 Sc5 -	176429
1532111	- Hf3 O12 Sc4 -	157751
1532112	- O12 Yb4 Zr3 -	157752
1532113	- Er4 O12 Zr3 -	157753
1532119	- Fe2 O3 -	211196
1532120	- Fe2 O3 -	211196
1532121	- Fe2 O3 -	211196
1532124	- O3 V2 -	157764
1532125	- O3 V2 -	176428
1532126	- Ni0.05 O3 V1.95 -	157766
1532127	- Ni0.4 O3 V1.6 -	157767
1532128	- Ni0.66 O3 V1.34 -	157768
1532129	- Cr0.66 La1.33 Li0.66 O6 Ti1.33 -	176428
1532130	- Cr0.66 La1.33 Li0.66 O6 Ti1.33 -	157770
1532131	- Cr0.44 La1.33 Li0.44 O6 Ti1.56 -	176428
1532132	- Cr0.44 La1.33 Li0.44 O6 Ti1.56 -	157772
1532137	- Cr Nd O4 -	176429
1532138	- Cr Er O4 -	176429
1532139	- Cr O4 Tm -	176429
1532145	- Ba3 Na O9 Ru2 -	176429
7036573	- Mn O3 Pr -	176429
1532149	- Cs2 O12 U4 -	157803
1532152	- Ba3 Nb2 O8 -	157806
7222217	- Ba2 O6 Re Y -	176429
1532154	- Al0.75 Ba5.75 Nb9.25 O30 -	157809
1532156	- Na O5 V2 -	176429
